MethodID,Step,Operator,Success,ParentMemory(KB),ChildMemory(KB),Reward
1,61,SwapStatement,true,7,7,1.0000
1,62,SwapStatement,true,7,7,1.0000
1,63,MatchedSwapStatement,false,7,-1,0.0000
1,64,ReplaceStatement,true,7,7,1.0000
1,65,MoveStatement,false,7,-1,0.0000
1,66,MatchedSwapStatement,false,7,-1,0.0000
1,67,MatchedReplaceStatement,false,7,-1,0.0000
1,68,MatchedDeleteStatement,true,7,7,1.0000
1,69,SwapStatement,true,7,7,1.0000
1,70,MoveStatement,true,7,7,1.0000
1,71,MatchedDeleteStatement,false,7,-1,0.0000
1,72,MatchedDeleteStatement,false,7,-1,0.0000
1,73,BinaryOperatorReplacement,true,7,7,1.0000
1,74,MatchedCopyStatement,true,7,7,1.0000
1,75,BinaryOperatorReplacement,true,7,7,1.0000
1,76,UnaryOperatorReplacement,true,7,7,1.0000
1,77,MatchedSwapStatement,false,7,-1,0.0000
1,78,CopyStatement,false,7,-1,0.0000
1,79,MatchedReplaceStatement,false,7,-1,0.0000
1,80,MatchedReplaceStatement,true,7,7,1.0000
1,81,SwapStatement,false,7,-1,0.0000
1,82,MatchedReplaceStatement,true,7,7,1.0000
1,83,ReplaceStatement,false,7,-1,0.0000
1,84,MatchedSwapStatement,true,7,7,1.0000
1,85,MatchedSwapStatement,false,7,-1,0.0000
1,86,CopyStatement,false,7,-1,0.0000
1,87,ReplaceStatement,false,7,-1,0.0000
1,88,SwapStatement,true,7,7,1.0000
1,89,UnaryOperatorReplacement,true,7,7,1.0000
1,90,BinaryOperatorReplacement,true,7,7,1.0000
1,91,MatchedCopyStatement,false,7,-1,0.0000
1,92,MoveStatement,true,7,7,1.0000
1,93,MoveStatement,true,7,7,1.0000
1,94,SwapStatement,true,7,7,1.0000
1,95,UnaryOperatorReplacement,true,7,7,1.0000
1,96,DeleteStatement,true,7,7,1.0000
1,97,MatchedReplaceStatement,true,7,7,1.0000
1,98,MatchedReplaceStatement,true,7,7,1.0000
1,99,MatchedDeleteStatement,false,7,-1,0.0000
2,1,MatchedDeleteStatement,true,7,7,1.0000
2,2,MatchedDeleteStatement,false,7,-1,0.0000
2,3,MatchedCopyStatement,false,7,-1,0.0000
2,4,MoveStatement,false,7,-1,0.0000
2,5,MatchedSwapStatement,false,7,-1,0.0000
2,6,CopyStatement,true,7,7,1.0000
2,7,MatchedReplaceStatement,false,7,-1,0.0000
2,8,MatchedReplaceStatement,false,7,-1,0.0000
2,9,MatchedCopyStatement,false,7,-1,0.0000
2,10,SwapStatement,false,7,-1,0.0000
2,11,MoveStatement,false,7,-1,0.0000
2,12,MatchedReplaceStatement,true,7,7,1.0000
2,13,CopyStatement,false,7,-1,0.0000
2,14,BinaryOperatorReplacement,true,7,7,1.0000
2,15,MatchedReplaceStatement,false,7,-1,0.0000
2,16,UnaryOperatorReplacement,true,7,7,1.0000
2,17,CopyStatement,false,7,-1,0.0000
2,18,MatchedDeleteStatement,true,7,7,1.0000
2,19,MoveStatement,false,7,-1,0.0000
2,20,CopyStatement,false,7,-1,0.0000
2,21,ReplaceStatement,false,7,-1,0.0000
2,22,MatchedReplaceStatement,false,7,-1,0.0000
2,23,MoveStatement,true,7,7,1.0000
2,24,ReplaceStatement,false,7,-1,0.0000
2,25,ReplaceStatement,false,7,-1,0.0000
2,26,DeleteStatement,true,7,7,1.0000
2,27,CopyStatement,false,7,-1,0.0000
2,28,MatchedDeleteStatement,false,7,-1,0.0000
2,29,ReplaceStatement,false,7,-1,0.0000
2,30,CopyStatement,false,7,-1,0.0000
2,31,MatchedDeleteStatement,true,7,7,1.0000
2,32,UnaryOperatorReplacement,true,7,7,1.0000
2,33,MatchedReplaceStatement,false,7,-1,0.0000
2,34,BinaryOperatorReplacement,true,7,7,1.0000
2,35,MatchedDeleteStatement,true,7,7,1.0000
2,36,SwapStatement,false,7,-1,0.0000
2,37,MatchedCopyStatement,false,7,-1,0.0000
2,38,SwapStatement,true,7,7,1.0000
2,39,MatchedReplaceStatement,false,7,-1,0.0000
2,40,MatchedReplaceStatement,false,7,-1,0.0000
2,41,MatchedSwapStatement,false,7,-1,0.0000
2,42,MoveStatement,false,7,-1,0.0000
2,43,MatchedCopyStatement,false,7,-1,0.0000
2,44,MatchedDeleteStatement,false,7,-1,0.0000
2,45,MatchedDeleteStatement,true,7,7,1.0000
2,46,MoveStatement,false,7,-1,0.0000
2,47,BinaryOperatorReplacement,true,7,7,1.0000
2,48,CopyStatement,false,7,-1,0.0000
2,49,MatchedCopyStatement,true,7,7,1.0000
2,50,UnaryOperatorReplacement,true,7,7,1.0000
2,51,SwapStatement,false,7,-1,0.0000
2,52,CopyStatement,false,7,-1,0.0000
2,53,SwapStatement,false,7,-1,0.0000
2,54,CopyStatement,false,7,-1,0.0000
2,55,MoveStatement,true,7,7,1.0000
2,56,MatchedCopyStatement,false,7,-1,0.0000
2,57,SwapStatement,false,7,-1,0.0000
2,58,MatchedCopyStatement,false,7,-1,0.0000
2,59,MatchedReplaceStatement,true,7,7,1.0000
2,60,ReplaceStatement,false,7,-1,0.0000
2,61,BinaryOperatorReplacement,true,7,7,1.0000
2,62,CopyStatement,false,7,-1,0.0000
2,63,BinaryOperatorReplacement,true,7,7,1.0000
2,64,MoveStatement,true,7,7,1.0000
2,65,MatchedCopyStatement,false,7,-1,0.0000
2,66,DeleteStatement,false,7,-1,0.0000
2,67,MatchedDeleteStatement,true,7,7,1.0000
2,68,ReplaceStatement,false,7,-1,0.0000
2,69,MatchedDeleteStatement,true,7,7,1.0000
2,70,MoveStatement,false,7,-1,0.0000
2,71,MatchedReplaceStatement,false,7,-1,0.0000
2,72,UnaryOperatorReplacement,true,7,7,1.0000
2,73,SwapStatement,false,7,-1,0.0000
2,74,MatchedReplaceStatement,true,7,7,1.0000
2,75,MatchedSwapStatement,false,7,-1,0.0000
2,76,SwapStatement,true,7,7,1.0000
2,77,CopyStatement,false,7,-1,0.0000
2,78,UnaryOperatorReplacement,true,7,7,1.0000
2,79,MatchedCopyStatement,false,7,-1,0.0000
2,80,MatchedDeleteStatement,true,7,7,1.0000
2,81,MatchedCopyStatement,false,7,-1,0.0000
2,82,BinaryOperatorReplacement,true,7,7,1.0000
2,83,SwapStatement,false,7,-1,0.0000
2,84,BinaryOperatorReplacement,true,7,7,1.0000
2,85,MoveStatement,false,7,-1,0.0000
2,86,UnaryOperatorReplacement,true,7,7,1.0000
2,87,SwapStatement,false,7,-1,0.0000
2,88,MatchedSwapStatement,false,7,-1,0.0000
2,89,MoveStatement,false,7,-1,0.0000
2,90,CopyStatement,false,7,-1,0.0000
2,91,ReplaceStatement,false,7,-1,0.0000
2,92,MatchedSwapStatement,false,7,-1,0.0000
2,93,MatchedReplaceStatement,false,7,-1,0.0000
2,94,SwapStatement,true,7,7,1.0000
2,95,UnaryOperatorReplacement,true,7,7,1.0000
2,96,ReplaceStatement,false,7,-1,0.0000
2,97,MoveStatement,false,7,-1,0.0000
2,98,DeleteStatement,false,7,-1,0.0000
2,99,MatchedReplaceStatement,false,7,-1,0.0000
3,1,BinaryOperatorReplacement,true,7,7,1.0000
3,2,MatchedSwapStatement,false,7,-1,0.0000
3,3,ReplaceStatement,false,7,-1,0.0000
3,4,DeleteStatement,true,7,7,1.0000
3,5,MatchedDeleteStatement,true,7,7,1.0000
3,6,MatchedSwapStatement,false,7,-1,0.0000
3,7,MoveStatement,false,7,-1,0.0000
3,8,MatchedCopyStatement,true,7,7,1.0000
3,9,DeleteStatement,true,7,7,1.0000
3,10,ReplaceStatement,false,7,-1,0.0000
3,11,BinaryOperatorReplacement,true,7,7,1.0000
3,12,MatchedReplaceStatement,false,7,-1,0.0000
3,13,DeleteStatement,false,7,-1,0.0000
3,14,DeleteStatement,true,7,7,1.0000
3,15,CopyStatement,false,7,-1,0.0000
3,16,SwapStatement,false,7,-1,0.0000
3,17,BinaryOperatorReplacement,true,7,7,1.0000
3,18,SwapStatement,false,7,-1,0.0000
3,19,MatchedCopyStatement,false,7,-1,0.0000
3,20,UnaryOperatorReplacement,true,7,7,1.0000
3,21,UnaryOperatorReplacement,true,7,7,1.0000
3,22,DeleteStatement,false,7,-1,0.0000
3,23,MatchedCopyStatement,false,7,-1,0.0000
3,24,ReplaceStatement,false,7,-1,0.0000
3,25,DeleteStatement,false,7,-1,0.0000
3,26,UnaryOperatorReplacement,true,7,7,1.0000
3,27,MatchedCopyStatement,false,7,-1,0.0000
3,28,ReplaceStatement,false,7,-1,0.0000
3,29,UnaryOperatorReplacement,true,7,7,1.0000
3,30,ReplaceStatement,false,7,-1,0.0000
3,31,DeleteStatement,true,7,7,1.0000
3,32,ReplaceStatement,false,7,-1,0.0000
3,33,UnaryOperatorReplacement,true,7,7,1.0000
3,34,BinaryOperatorReplacement,false,7,-1,0.0000
3,35,ReplaceStatement,false,7,-1,0.0000
3,36,SwapStatement,true,7,7,1.0000
3,37,CopyStatement,false,7,-1,0.0000
3,38,SwapStatement,false,7,-1,0.0000
3,39,CopyStatement,true,7,7,1.0000
3,40,CopyStatement,false,7,-1,0.0000
3,41,SwapStatement,false,7,-1,0.0000
3,42,CopyStatement,false,7,-1,0.0000
3,43,MatchedSwapStatement,false,7,-1,0.0000
3,44,UnaryOperatorReplacement,true,7,7,1.0000
3,45,MoveStatement,true,7,7,1.0000
3,46,MatchedCopyStatement,false,7,-1,0.0000
3,47,DeleteStatement,false,7,-1,0.0000
3,48,MoveStatement,false,7,-1,0.0000
3,49,MatchedReplaceStatement,false,7,-1,0.0000
3,50,CopyStatement,false,7,-1,0.0000
3,51,CopyStatement,false,7,-1,0.0000
3,52,UnaryOperatorReplacement,true,7,7,1.0000
3,53,UnaryOperatorReplacement,true,7,7,1.0000
3,54,MatchedDeleteStatement,true,7,7,1.0000
3,55,SwapStatement,true,7,7,1.0000
3,56,BinaryOperatorReplacement,true,7,7,1.0000
3,57,SwapStatement,false,7,-1,0.0000
3,58,MatchedSwapStatement,false,7,-1,0.0000
3,59,UnaryOperatorReplacement,true,7,7,1.0000
3,60,MoveStatement,false,7,-1,0.0000
3,61,DeleteStatement,true,7,7,1.0000
3,62,MatchedSwapStatement,false,7,-1,0.0000
3,63,MatchedSwapStatement,false,7,-1,0.0000
3,64,DeleteStatement,false,7,-1,0.0000
3,65,MatchedReplaceStatement,true,7,7,1.0000
3,66,SwapStatement,false,7,-1,0.0000
3,67,MoveStatement,false,7,-1,0.0000
3,68,DeleteStatement,true,7,7,1.0000
3,69,DeleteStatement,true,7,7,1.0000
3,70,ReplaceStatement,false,7,-1,0.0000
3,71,MatchedDeleteStatement,false,7,-1,0.0000
3,72,MatchedReplaceStatement,false,7,-1,0.0000
3,73,MatchedCopyStatement,false,7,-1,0.0000
3,74,UnaryOperatorReplacement,true,7,7,1.0000
3,75,MoveStatement,false,7,-1,0.0000
3,76,MatchedCopyStatement,false,7,-1,0.0000
3,77,MatchedReplaceStatement,false,7,-1,0.0000
3,78,SwapStatement,false,7,-1,0.0000
3,79,MatchedReplaceStatement,false,7,-1,0.0000
3,80,CopyStatement,false,7,-1,0.0000
3,81,MatchedDeleteStatement,false,7,-1,0.0000
3,82,MatchedDeleteStatement,false,7,-1,0.0000
3,83,MatchedDeleteStatement,true,7,7,1.0000
3,84,CopyStatement,false,7,-1,0.0000
3,85,ReplaceStatement,false,7,-1,0.0000
3,86,MatchedCopyStatement,false,7,-1,0.0000
3,87,MatchedCopyStatement,false,7,-1,0.0000
3,88,MatchedCopyStatement,false,7,-1,0.0000
3,89,MatchedReplaceStatement,false,7,-1,0.0000
3,90,MatchedReplaceStatement,true,7,7,1.0000
3,91,CopyStatement,false,7,-1,0.0000
3,92,BinaryOperatorReplacement,true,7,7,1.0000
3,93,MoveStatement,false,7,-1,0.0000
3,94,MatchedDeleteStatement,false,7,-1,0.0000
3,95,MatchedCopyStatement,false,7,-1,0.0000
3,96,MatchedDeleteStatement,false,7,-1,0.0000
3,97,MatchedReplaceStatement,true,7,7,1.0000
3,98,MatchedCopyStatement,false,7,-1,0.0000
3,99,MatchedDeleteStatement,true,7,7,1.0000
4,1,BinaryOperatorReplacement,true,7,7,1.0000
4,2,MatchedCopyStatement,false,7,-1,0.0000
4,3,MatchedDeleteStatement,true,7,7,1.0000
4,4,SwapStatement,true,7,7,1.0000
4,5,DeleteStatement,true,7,7,1.0000
4,6,MoveStatement,true,7,7,1.0000
4,7,ReplaceStatement,false,7,-1,0.0000
4,8,UnaryOperatorReplacement,true,7,7,1.0000
4,9,SwapStatement,false,7,-1,0.0000
4,10,ReplaceStatement,false,7,-1,0.0000
4,11,MatchedSwapStatement,false,7,-1,0.0000
4,12,CopyStatement,true,7,7,1.0000
4,13,CopyStatement,false,7,-1,0.0000
4,14,ReplaceStatement,false,7,-1,0.0000
4,15,MatchedCopyStatement,false,7,-1,0.0000
4,16,SwapStatement,false,7,-1,0.0000
4,17,MatchedReplaceStatement,false,7,-1,0.0000
4,18,SwapStatement,false,7,-1,0.0000
4,19,MoveStatement,false,7,-1,0.0000
4,20,UnaryOperatorReplacement,true,7,7,1.0000
4,21,MatchedDeleteStatement,false,7,-1,0.0000
4,22,CopyStatement,false,7,-1,0.0000
4,23,SwapStatement,false,7,-1,0.0000
4,24,MoveStatement,false,7,-1,0.0000
4,25,DeleteStatement,false,7,-1,0.0000
4,26,SwapStatement,true,7,7,1.0000
4,27,ReplaceStatement,false,7,-1,0.0000
4,28,BinaryOperatorReplacement,true,7,7,1.0000
4,29,MatchedReplaceStatement,false,7,-1,0.0000
4,30,MatchedDeleteStatement,false,7,-1,0.0000
4,31,MoveStatement,true,7,7,1.0000
4,32,MatchedSwapStatement,true,7,7,1.0000
4,33,MatchedCopyStatement,false,7,-1,0.0000
4,34,ReplaceStatement,false,7,-1,0.0000
4,35,DeleteStatement,false,7,-1,0.0000
4,36,SwapStatement,false,7,-1,0.0000
4,37,MatchedDeleteStatement,true,7,7,1.0000
4,38,UnaryOperatorReplacement,true,7,7,1.0000
4,39,SwapStatement,false,7,-1,0.0000
4,40,CopyStatement,false,7,-1,0.0000
4,41,DeleteStatement,false,7,-1,0.0000
4,42,ReplaceStatement,false,7,-1,0.0000
4,43,UnaryOperatorReplacement,true,7,7,1.0000
4,44,ReplaceStatement,false,7,-1,0.0000
4,45,CopyStatement,false,7,-1,0.0000
4,46,SwapStatement,false,7,-1,0.0000
4,47,BinaryOperatorReplacement,true,7,7,1.0000
4,48,MatchedReplaceStatement,false,7,-1,0.0000
4,49,MatchedCopyStatement,false,7,-1,0.0000
4,50,MoveStatement,false,7,-1,0.0000
4,51,MatchedReplaceStatement,false,7,-1,0.0000
4,52,MatchedReplaceStatement,false,7,-1,0.0000
4,53,MatchedSwapStatement,false,7,-1,0.0000
4,54,BinaryOperatorReplacement,false,7,-1,0.0000
4,55,SwapStatement,false,7,-1,0.0000
4,56,SwapStatement,false,7,-1,0.0000
4,57,DeleteStatement,true,7,7,1.0000
4,58,MatchedCopyStatement,false,7,-1,0.0000
4,59,MatchedSwapStatement,true,7,7,1.0000
4,60,UnaryOperatorReplacement,true,7,7,1.0000
4,61,ReplaceStatement,false,7,-1,0.0000
4,62,ReplaceStatement,false,7,-1,0.0000
4,63,CopyStatement,false,7,-1,0.0000
4,64,MatchedSwapStatement,false,7,-1,0.0000
4,65,MatchedReplaceStatement,true,7,7,1.0000
4,66,CopyStatement,false,7,-1,0.0000
4,67,MatchedCopyStatement,false,7,-1,0.0000
4,68,MatchedSwapStatement,false,7,-1,0.0000
4,69,DeleteStatement,false,7,-1,0.0000
4,70,MatchedReplaceStatement,false,7,-1,0.0000
4,71,ReplaceStatement,false,7,-1,0.0000
4,72,MatchedReplaceStatement,false,7,-1,0.0000
4,73,DeleteStatement,true,7,7,1.0000
4,74,MatchedReplaceStatement,false,7,-1,0.0000
4,75,MoveStatement,false,7,-1,0.0000
4,76,BinaryOperatorReplacement,true,7,7,1.0000
4,77,UnaryOperatorReplacement,true,7,7,1.0000
4,78,SwapStatement,false,7,-1,0.0000
4,79,BinaryOperatorReplacement,true,7,7,1.0000
4,80,DeleteStatement,true,7,7,1.0000
4,81,MoveStatement,false,7,-1,0.0000
4,82,UnaryOperatorReplacement,true,7,7,1.0000
4,83,BinaryOperatorReplacement,true,7,7,1.0000
4,84,DeleteStatement,false,7,-1,0.0000
4,85,SwapStatement,false,7,-1,0.0000
4,86,DeleteStatement,false,7,-1,0.0000
4,87,MoveStatement,false,7,-1,0.0000
4,88,SwapStatement,true,7,7,1.0000
4,89,ReplaceStatement,false,7,-1,0.0000
4,90,SwapStatement,true,7,7,1.0000
4,91,CopyStatement,false,7,-1,0.0000
4,92,BinaryOperatorReplacement,true,7,7,1.0000
4,93,ReplaceStatement,false,7,-1,0.0000
4,94,MatchedSwapStatement,false,7,-1,0.0000
4,95,ReplaceStatement,false,7,-1,0.0000
4,96,DeleteStatement,false,7,-1,0.0000
4,97,SwapStatement,false,7,-1,0.0000
4,98,ReplaceStatement,false,7,-1,0.0000
4,99,MoveStatement,false,7,-1,0.0000
5,1,MatchedSwapStatement,false,7,-1,0.0000
5,2,MatchedCopyStatement,false,7,-1,0.0000
5,3,MoveStatement,true,7,7,1.0000
5,4,SwapStatement,false,7,-1,0.0000
5,5,MatchedDeleteStatement,false,7,-1,0.0000
5,6,UnaryOperatorReplacement,true,7,7,1.0000
5,7,MatchedCopyStatement,false,7,-1,0.0000
5,8,MatchedReplaceStatement,false,7,-1,0.0000
5,9,MatchedReplaceStatement,false,7,-1,0.0000
5,10,SwapStatement,false,7,-1,0.0000
5,11,MatchedReplaceStatement,false,7,-1,0.0000
5,12,UnaryOperatorReplacement,true,7,7,1.0000
5,13,UnaryOperatorReplacement,true,7,7,1.0000
5,14,MatchedDeleteStatement,false,7,-1,0.0000
5,15,MatchedCopyStatement,false,7,-1,0.0000
5,16,MatchedSwapStatement,false,7,-1,0.0000
5,17,SwapStatement,true,7,7,1.0000
5,18,MatchedReplaceStatement,false,7,-1,0.0000
5,19,CopyStatement,false,7,-1,0.0000
5,20,MatchedReplaceStatement,false,7,-1,0.0000
5,21,MatchedReplaceStatement,false,7,-1,0.0000
5,22,MatchedReplaceStatement,false,7,-1,0.0000
5,23,UnaryOperatorReplacement,true,7,7,1.0000
5,24,SwapStatement,true,7,7,1.0000
5,25,DeleteStatement,false,7,-1,0.0000
5,26,UnaryOperatorReplacement,true,7,7,1.0000
5,27,UnaryOperatorReplacement,true,7,7,1.0000
5,28,DeleteStatement,true,7,7,1.0000
5,29,SwapStatement,false,7,-1,0.0000
5,30,MatchedReplaceStatement,false,7,-1,0.0000
5,31,DeleteStatement,false,7,-1,0.0000
5,32,MatchedSwapStatement,false,7,-1,0.0000
5,33,UnaryOperatorReplacement,true,7,7,1.0000
5,34,MatchedDeleteStatement,false,7,-1,0.0000
5,35,DeleteStatement,false,7,-1,0.0000
5,36,ReplaceStatement,false,7,-1,0.0000
5,37,CopyStatement,false,7,-1,0.0000
5,38,MatchedDeleteStatement,false,7,-1,0.0000
5,39,MatchedSwapStatement,true,7,7,1.0000
5,40,DeleteStatement,false,7,-1,0.0000
5,41,MatchedCopyStatement,false,7,-1,0.0000
5,42,MatchedReplaceStatement,false,7,-1,0.0000
5,43,UnaryOperatorReplacement,true,7,7,1.0000
5,44,MoveStatement,false,7,-1,0.0000
5,45,MatchedCopyStatement,false,7,-1,0.0000
5,46,CopyStatement,false,7,-1,0.0000
5,47,MoveStatement,false,7,-1,0.0000
5,48,MatchedDeleteStatement,false,7,-1,0.0000
5,49,ReplaceStatement,false,7,-1,0.0000
5,50,CopyStatement,false,7,-1,0.0000
5,51,DeleteStatement,false,7,-1,0.0000
5,52,MoveStatement,true,7,7,1.0000
5,53,MatchedReplaceStatement,false,7,-1,0.0000
5,54,MatchedDeleteStatement,true,7,7,1.0000
5,55,MatchedSwapStatement,false,7,-1,0.0000
5,56,BinaryOperatorReplacement,true,7,7,1.0000
5,57,MatchedSwapStatement,false,7,-1,0.0000
5,58,MoveStatement,false,7,-1,0.0000
5,59,ReplaceStatement,false,7,-1,0.0000
5,60,MatchedReplaceStatement,false,7,-1,0.0000
5,61,UnaryOperatorReplacement,true,7,7,1.0000
5,62,MatchedSwapStatement,false,7,-1,0.0000
5,63,CopyStatement,false,7,-1,0.0000
5,64,DeleteStatement,true,7,7,1.0000
5,65,MatchedReplaceStatement,false,7,-1,0.0000
5,66,DeleteStatement,true,7,7,1.0000
5,67,BinaryOperatorReplacement,true,7,7,1.0000
5,68,CopyStatement,false,7,-1,0.0000
5,69,UnaryOperatorReplacement,true,7,7,1.0000
5,70,UnaryOperatorReplacement,true,7,7,1.0000
5,71,UnaryOperatorReplacement,true,7,7,1.0000
5,72,ReplaceStatement,false,7,-1,0.0000
5,73,DeleteStatement,true,7,7,1.0000
5,74,ReplaceStatement,false,7,-1,0.0000
5,75,MoveStatement,true,7,7,1.0000
5,76,SwapStatement,false,7,-1,0.0000
5,77,CopyStatement,false,7,-1,0.0000
5,78,MoveStatement,false,7,-1,0.0000
5,79,CopyStatement,false,7,-1,0.0000
5,80,MoveStatement,false,7,-1,0.0000
5,81,MatchedDeleteStatement,false,7,-1,0.0000
5,82,MatchedCopyStatement,false,7,-1,0.0000
5,83,MatchedCopyStatement,false,7,-1,0.0000
5,84,MatchedSwapStatement,false,7,-1,0.0000
5,85,UnaryOperatorReplacement,true,7,7,1.0000
5,86,SwapStatement,true,7,7,1.0000
5,87,MoveStatement,true,7,7,1.0000
5,88,BinaryOperatorReplacement,true,7,7,1.0000
5,89,MatchedDeleteStatement,false,7,-1,0.0000
5,90,MatchedReplaceStatement,false,7,-1,0.0000
5,91,CopyStatement,false,7,-1,0.0000
5,92,MatchedReplaceStatement,false,7,-1,0.0000
5,93,MatchedSwapStatement,false,7,-1,0.0000
5,94,SwapStatement,false,7,-1,0.0000
5,95,MatchedCopyStatement,false,7,-1,0.0000
5,96,MoveStatement,false,7,-1,0.0000
5,97,MatchedReplaceStatement,false,7,-1,0.0000
5,98,MatchedReplaceStatement,false,7,-1,0.0000
5,99,ReplaceStatement,false,7,-1,0.0000
6,1,UnaryOperatorReplacement,true,7,7,1.0000
6,2,MatchedCopyStatement,false,7,-1,0.0000
6,3,ReplaceStatement,false,7,-1,0.0000
6,4,BinaryOperatorReplacement,true,7,7,1.0000
6,5,DeleteStatement,true,7,7,1.0000
6,6,CopyStatement,false,7,-1,0.0000
6,7,MatchedCopyStatement,false,7,-1,0.0000
6,8,CopyStatement,false,7,-1,0.0000
6,9,ReplaceStatement,false,7,-1,0.0000
6,10,UnaryOperatorReplacement,true,7,7,1.0000
6,11,MoveStatement,false,7,-1,0.0000
6,12,SwapStatement,false,7,-1,0.0000
6,13,MoveStatement,true,7,7,1.0000
6,14,CopyStatement,false,7,-1,0.0000
6,15,MoveStatement,false,7,-1,0.0000
6,16,MoveStatement,false,7,-1,0.0000
6,17,MatchedSwapStatement,false,7,-1,0.0000
6,18,MatchedReplaceStatement,false,7,-1,0.0000
6,19,SwapStatement,false,7,-1,0.0000
6,20,ReplaceStatement,false,7,-1,0.0000
6,21,MoveStatement,true,7,7,1.0000
6,22,UnaryOperatorReplacement,true,7,7,1.0000
6,23,MatchedDeleteStatement,true,7,7,1.0000
6,24,MoveStatement,false,7,-1,0.0000
6,25,CopyStatement,false,7,-1,0.0000
6,26,MatchedDeleteStatement,false,7,-1,0.0000
6,27,SwapStatement,false,7,-1,0.0000
6,28,BinaryOperatorReplacement,true,7,7,1.0000
6,29,MatchedDeleteStatement,true,7,7,1.0000
6,30,BinaryOperatorReplacement,true,7,7,1.0000
6,31,MoveStatement,false,7,-1,0.0000
6,32,MoveStatement,true,7,7,1.0000
6,33,MatchedSwapStatement,false,7,-1,0.0000
6,34,MatchedCopyStatement,false,7,-1,0.0000
6,35,SwapStatement,false,7,-1,0.0000
6,36,MatchedReplaceStatement,false,7,-1,0.0000
6,37,MatchedDeleteStatement,true,7,7,1.0000
6,38,DeleteStatement,false,7,-1,0.0000
6,39,CopyStatement,false,7,-1,0.0000
6,40,ReplaceStatement,false,7,-1,0.0000
6,41,MatchedReplaceStatement,false,7,-1,0.0000
6,42,MatchedSwapStatement,false,7,-1,0.0000
6,43,BinaryOperatorReplacement,true,7,7,1.0000
6,44,MatchedSwapStatement,false,7,-1,0.0000
6,45,MatchedSwapStatement,false,7,-1,0.0000
6,46,MatchedReplaceStatement,true,7,7,1.0000
6,47,MatchedSwapStatement,false,7,-1,0.0000
6,48,ReplaceStatement,false,7,-1,0.0000
6,49,DeleteStatement,true,7,7,1.0000
6,50,BinaryOperatorReplacement,true,7,7,1.0000
6,51,MoveStatement,false,7,-1,0.0000
